Date,Count,Symbol,ATRP,ROC20_Rank,ROC20_Value,ROC65_Rank,ROC65_Value,ROC130_Rank,ROC130_Value
20220603,27,DINO,4.3,,,23,71.28,76,66.53
20220603,28,AVD,5.04,,,24,67.61,71,68.39
20220603,29,TTI,6.53,,,25,66.16,42,97.13
20220603,30,HPK,8.3,,,26,63.56,19,148.05
20220603,31,VLO,3.99,,,28,61.95,41,99.12
20220603,32,CC,4.21,,,29,61.53,,
20220603,33,CEIX,7.08,,,30,61.13,24,137.27
20220603,34,AMR,8.81,,,31,60.3,5,276.56
20220603,35,TWI,6.18,,,32,60.15,20,147.8
20220603,36,SQM,5.69,,,33,56.45,92,59.83
20220603,37,KOS,6.61,,,34,52.17,27,134.64
20220603,38,SBOW,6.06,,,35,50.27,95,59.31
20220603,39,ATGE,4.35,,,36,47.64,,
20220603,40,TMDX,8,,,37,47.09,,
20220603,41,GOGO,4.33,,,38,46.71,,
20220603,42,STKL,8.24,,,39,46.45,,
20220603,43,OXY,5.36,,,40,45.32,25,136.67
20220603,44,NFE,6.67,,,41,45.28,45,96.5
20220603,45,TNK,6.36,,,43,43.79,62,79.67
20220603,46,GLNG,6.59,,,44,43.5,35,114.24
20220603,47,ARLP,5.48,,,45,43.29,39,100.96
20220603,48,CXW,5.12,,,46,42.71,,
20220603,49,VAL,5.37,,,47,42.41,43,97.05
20220603,50,EGY,6.9,,,48,42.24,12,160.55
20220603,51,CAL,5.6,,,49,40.86,,
20220603,52,LBRT,6.17,,,50,40.65,47,94.95
20220603,53,OEC,3.87,,,51,40.33,,
20220603,54,GO,4.19,,,52,39.55,,
20220603,55,MUSA,3.64,,,53,39.38,,
20220603,56,PARR,4.77,,,54,39.17,,
20220603,57,EOLS,8.18,,,55,38.89,30,128.07
20220603,58,GFF,4.48,,,57,38.47,,
20220603,59,RRC,6.57,,,58,38.39,80,64.98
20220603,60,MPLN,6.79,,,59,37.99,,
20220603,61,CIVI,5.32,,,60,37.76,97,56.85
20220603,62,MRO,5.37,,,61,37.74,38,101.78
20220603,63,HRB,4.37,,,62,37.54,,
20220603,64,AZPN,3.85,,,63,37.44,,
20220603,65,LNTH,6.55,,,64,37.19,13,157.76
20220603,66,CTRA,4.23,,,65,37.05,75,67.52
20220603,67,OI,5.06,,,66,36.55,,
20220603,68,INSW,4.7,,,67,35.91,86,62.89
20220603,69,TALO,5.73,,,68,35.89,28,130.15
20220603,70,HP,4.75,,,69,34.58,34,118.72
20220603,71,AMPH,5.41,,,70,32.99,50,89.7
20220603,72,CNX,4.37,,,71,32.84,93,59.51
20220603,73,DVN,4.54,,,72,31.32,59,80.37
20220603,74,ALB,5.84,,,73,31.21,,
20220603,75,PTEN,5.87,,,74,30.97,11,168.72
20220603,76,SM,6.8,,,75,30.78,65,75.17
20220603,77,SU,3.52,,,76,30.62,79,65
20220603,78,UTHR,4.03,,,77,30.39,,
20220603,79,OLN,3.65,,,78,30.25,,
20220603,80,FLNG,5.38,,,79,30.1,,
20220603,81,META,4.54,,,,,1,1091.63
20220603,82,INDO,14.19,,,,,3,298
20220603,83,GTE,6.83,,,,,14,157.26
20220603,84,VET,5.94,,,,,17,148.9
20220603,85,BTU,8.02,,,,,23,142
20220603,86,RES,6.75,,,,,32,123.56
20220603,87,LXU,7.03,,,,,36,106.62
20220603,88,ARCH,6.88,,,,,40,99.12
20220603,89,HAL,4.3,,,,,48,93.76
20220603,90,GRIN,7.24,,,,,51,88.22
20220603,91,MIRM,6.8,,,,,52,88.14
20220603,92,APA,5.94,,,,,56,84.07
20220603,93,GNK,5.6,,,,,58,80.88
20220603,94,ATI,4.9,,,,,60,80.34
20220603,95,SLCA,5.72,,,,,61,79.82
20220603,96,GOGL,5.14,,,,,63,77.63
20220603,97,VIST,6.07,,,,,64,76.57
20220603,98,HCC,5.53,,,,,66,69.81
20220603,99,MOS,6.22,,,,,67,69
20220603,100,IMO,3.71,,,,,68,68.65
20220603,101,TECK,3.91,,,,,69,68.61
20220603,102,MUR,5.59,,,,,70,68.45
20220603,103,OVV,6.25,,,,,72,68.24
20220603,104,NOV,4.22,,,,,73,68.21
20220603,105,HES,4.34,,,,,74,68.19
20220603,106,COP,3.96,,,,,77,65.25
20220603,107,CNQ,3.72,,,,,78,65.2
20220603,108,NOG,5.68,,,,,81,64.28
20220603,109,ERF,5.13,,,,,83,64.01
20220603,110,BKR,4.01,,,,,84,64.01
20220603,111,EOG,4.26,,,,,85,62.98
20220603,112,PUMP,5.52,,,,,87,62.14
20220603,113,MTDR,5.8,,,,,88,61.73
20220603,114,VNOM,3.73,,,,,89,61.7
20220603,115,ENLC,4.48,,,,,90,61.56
20220603,116,SLB,4.61,,,,,91,59.83
20220603,117,NE,5.83,,,,,94,59.32
20220603,118,MTUS,5.45,,,,,96,57.12
20220603,119,SBLK,5.67,,,,,98,55.18
20220603,120,CHK,4.96,,,,,99,54.55
20220603,121,ARCO,4.73,,,,,100,54.2
20220610,1,HUSA,17.33,1,150.88,,,3,355.13
20220610,2,COGT,10.42,2,100.77,,,,
20220610,3,VTLE,7.39,3,100.43,34,48.71,44,102.49
20220610,4,BPT,8.33,4,67.88,3,120.52,2,576.57
20220610,5,PBT,6.52,5,66.72,19,68.03,28,138.44
20220610,6,WTI,6.56,6,65.88,26,58.13,21,150.3
20220610,7,DQ,6.09,7,60.4,,,,
20220610,8,SM,6.02,8,52.56,,,60,80.06
20220610,9,SD,6.76,9,51.21,13,76.89,13,174.18
20220610,10,ERF,4.53,10,49.74,57,30.83,55,84.4
20220610,11,RCMT,10.36,,,1,239.56,5,254.66
20220610,12,VERU,13.09,,,2,142.96,34,116.5
20220610,13,HYMC,9.73,,,4,115.87,67,72.15
20220610,14,CVI,4.7,,,5,105.2,17,160.53
20220610,15,CRK,6.25,,,6,103.65,15,163.95
20220610,16,STNG,5.69,,,7,103.46,9,216.5
20220610,17,VTNR,9.02,,,8,97.42,4,259.87
20220610,18,SJT,5.95,,,9,91.32,29,136.38
20220610,19,BORR,8.13,,,10,89.75,7,233.88
20220610,20,EQT,5.04,,,11,83.54,23,145.07
20220610,21,HDSN,8.12,,,12,81.01,20,155.79
20220610,22,ASC,6.67,,,14,73.97,36,113.45
20220610,23,PBF,5.32,,,15,73.91,8,218.06
20220610,24,AR,5.63,,,16,71.28,12,176.39
20220610,25,AMPY,6.46,,,17,69.02,10,187.38
20220610,26,TRMD,5.35,,,18,68.04,57,81.89
20220610,27,DINO,3.58,,,20,67.97,65,75.23
20220610,28,DK,4.43,,,21,62.48,39,109.34
20220610,29,NEXT,9.32,,,22,61.98,41,107.33
20220610,30,VLO,3.75,,,23,61.25,46,101.56
20220610,31,SWN,5.97,,,24,61.06,47,99.12
20220610,32,CC,3.72,,,25,59.84,,
20220610,33,CEIX,6.41,,,27,55.57,24,144.73
20220610,34,TNK,5.58,,,28,54.18,45,102.15
20220610,35,HPK,8.34,,,29,53.81,16,161.98
20220610,36,SBOW,5.68,,,30,53.31,43,102.93
20220610,37,SIGA,15.45,,,31,51.51,,
20220610,38,TDW,6.33,,,32,49.27,22,148.45
20220610,39,TWI,5.77,,,33,49,19,156.03
20220610,40,STKL,6.84,,,35,48.13,,
20220610,41,TTI,6.06,,,36,47.88,40,107.97
20220610,42,EFOI,18.44,,,37,47.37,,
20220610,43,NOG,4.99,,,38,46.85,49,96.18
20220610,44,UONE,14.1,,,39,45.16,68,71.14
20220610,45,PARR,4.38,,,40,45.14,,
20220610,46,CIVI,4.55,,,41,43.7,80,62.59
20220610,47,TALO,5.23,,,42,41.35,27,139.53
20220610,48,OI,4.82,,,43,40.33,93,48.95
20220610,49,CAL,5.54,,,44,38.26,,
20220610,50,AVD,4.56,,,45,37.9,87,55.93
20220610,51,CXW,4.09,,,46,37.18,,
20220610,52,INSW,4.24,,,47,36.64,72,66.99
20220610,53,GFF,4.25,,,48,36.14,,
20220610,54,ATHM,6.64,,,49,35.67,,
20220610,55,CTRA,3.56,,,50,34.76,70,69.68
20220610,56,AZPN,3.95,,,51,34.32,,
20220610,57,MUSA,3.76,,,52,33.69,,
20220610,58,KNTK,4.68,,,53,33.34,,
20220610,59,VIPS,6.11,,,54,32.5,,
20220610,60,AMR,8.05,,,55,31.49,6,247.49
20220610,61,GLNG,6.17,,,56,31.49,38,109.88
20220610,62,ARLP,4.87,,,58,30.25,51,95.3
20220610,63,META,4.46,,,,,1,1055.83
20220610,64,EGY,6.72,,,,,11,176.79
20220610,65,GTE,6.74,,,,,14,172.06
20220610,66,BTU,7.64,,,,,18,160.02
20220610,67,PTEN,5.05,,,,,25,143.18
20220610,68,LNTH,6.16,,,,,26,140.94
20220610,69,HP,4.29,,,,,30,130.14
20220610,70,VET,5.08,,,,,31,126.51
20220610,71,KOS,5.43,,,,,32,124.72
20220610,72,OXY,4.76,,,,,33,119.03
20220610,73,EOLS,7.07,,,,,35,114.9
20220610,74,RES,5.93,,,,,37,111.51
20220610,75,ARCH,6.51,,,,,42,107.16
20220610,76,MRO,4.29,,,,,48,98.1
20220610,77,LXU,7.05,,,,,50,95.55
20220610,78,APA,4.77,,,,,52,90.81
20220610,79,LBRT,5.25,,,,,53,88.7
20220610,80,RRC,6.1,,,,,54,86.36
20220610,81,HAL,3.93,,,,,56,84.05
20220610,82,VAL,4.87,,,,,58,81.83
20220610,83,OVV,4.91,,,,,59,80.97
20220610,84,MTDR,4.86,,,,,61,78.61
20220610,85,DVN,3.72,,,,,62,77.3
20220610,86,ATI,5.08,,,,,63,75.72
20220610,87,NFE,6.61,,,,,64,75.67
20220610,88,CNX,4.01,,,,,66,72.92
20220610,89,VIST,5.44,,,,,69,69.86
20220610,90,NOV,3.64,,,,,71,68.63
20220610,91,SQM,5.33,,,,,73,66.82
20220610,92,MUR,4.75,,,,,74,66.54
20220610,93,HCC,5.26,,,,,75,64.87
20220610,94,PUMP,4.81,,,,,76,64.19
20220610,95,TECK,3.59,,,,,77,64.13
20220610,96,PR,6.36,,,,,78,62.85
20220610,97,CHK,4.31,,,,,79,62.72
20220610,98,SLB,3.84,,,,,81,61.46
20220610,99,SLCA,6.35,,,,,82,61.41
20220610,100,ENLC,3.87,,,,,83,59.02
20220610,101,GRIN,7.11,,,,,84,57.37
20220610,102,MGY,4.3,,,,,85,56.95
20220610,103,MTUS,5.75,,,,,86,56.32
20220610,104,MOS,5.61,,,,,88,55.07
20220610,105,PLAB,5.4,,,,,89,54.43
20220610,106,CHRD,4.36,,,,,90,50.69
20220610,107,GOGO,4.66,,,,,91,50.39
20220610,108,NE,5.45,,,,,92,49.54
20220610,109,GNK,5.34,,,,,94,48.27
20220610,110,CF,5.09,,,,,95,48.15
20220610,111,BKR,3.59,,,,,96,47.16
20220610,112,AMPH,7.16,,,,,97,47.08
20220610,113,FANG,3.81,,,,,98,46.69
20220610,114,METC,7.94,,,,,99,46.33
20220610,115,ITCI,4.71,,,,,100,46.02
20220617,1,DAWN,10.58,1,129.51,24,43.81,,
20220617,2,COGT,13.58,2,101.54,12,65.59,,
20220617,3,EDU,8.4,3,71.87,6,81.26,,
20220617,4,SYM,13.68,4,68.67,8,69.35,35,69.35
20220617,5,HUSA,18.54,5,60.7,,,4,232.12
20220617,6,LI,5.37,6,38.18,,,,
20220617,7,OLLI,5.99,7,34.22,28,38.39,,
20220617,8,SIGA,16.02,8,30.4,15,55.59,60,46.68
20220617,9,RCMT,9.36,,,1,185.08,7,169.36
20220617,10,VERU,9.99,,,2,156.31,20,104.64
20220617,11,BPT,9.45,,,3,104.08,2,393.51
20220617,12,STNG,5.92,,,4,94.02,9,150.11
20220617,13,BORR,7.69,,,5,87.16,3,257.42
20220617,14,ASC,6.64,,,7,76.47,31,77.78
20220617,15,CRK,6.98,,,9,68.6,32,75.67
20220617,16,PBF,6.25,,,10,67.16,8,157.86
20220617,17,CVI,5.44,,,11,65.9,17,110.46
20220617,18,TRMD,5.03,,,13,61.71,43,62.31
20220617,19,HDSN,7.81,,,14,57.43,11,134.58
20220617,20,CEIX,6.44,,,16,53.88,16,116.16
20220617,21,DK,5.21,,,17,52.69,42,63.31
20220617,22,NEXT,8.26,,,18,51.03,40,65.06
20220617,23,VTNR,9.53,,,19,48.49,6,173.61
20220617,24,MPLN,5.13,,,20,47.15,80,32.12
20220617,25,STKL,6.43,,,21,47.03,,
20220617,26,PBT,7.51,,,22,46.73,25,88.32
20220617,27,SJT,7.4,,,23,45.62,53,52.17
20220617,28,HPK,8.1,,,25,42.51,24,92.67
20220617,29,TNK,5.27,,,26,41.64,56,50.8
20220617,30,EGY,7.22,,,27,40.11,10,139.23
20220617,31,EQT,5.74,,,29,37.86,34,72.29
20220617,32,SD,7.54,,,30,37.07,28,85.23
20220617,33,AR,6.59,,,31,36.92,21,97.47
20220617,34,AZPN,3.8,,,32,35.66,,
20220617,35,DQ,6.51,,,33,35.56,73,34.38
20220617,36,PARR,5.02,,,34,35.03,,
20220617,37,NFE,6.23,,,35,34.53,44,59.75
20220617,38,SBOW,6.14,,,36,33.13,52,52.36
20220617,39,WTI,7.7,,,37,33.1,45,59.27
20220617,40,VLO,4.23,,,38,32.38,46,58.7
20220617,41,AMPY,6.65,,,39,32.05,13,131.83
20220617,42,AMR,7.51,,,40,31.24,5,188.73
20220617,43,TALO,5.78,,,41,30.96,27,86.1
20220617,44,ARQT,7.33,,,42,30.15,66,38.15
20220617,45,META,4.46,,,,,1,955.03
20220617,46,BTU,7.76,,,,,12,134.4
20220617,47,LNTH,5.95,,,,,14,123.24
20220617,48,TWI,5.61,,,,,15,118.18
20220617,49,HYMC,9.09,,,,,18,109.44
20220617,50,EOLS,6.21,,,,,19,107.73
20220617,51,TDW,5.62,,,,,22,94.97
20220617,52,GTE,7.2,,,,,23,93.99
20220617,53,GLNG,5.86,,,,,26,86.91
20220617,54,ARCH,6.49,,,,,29,83.03
20220617,55,OXY,4.7,,,,,30,80.96
20220617,56,LXU,6.88,,,,,33,74.39
20220617,57,ARLP,5.08,,,,,36,68.34
20220617,58,PTEN,5.28,,,,,37,68.21
20220617,59,HQY,4.08,,,,,38,67.76
20220617,60,KOS,5.9,,,,,39,67.18
20220617,61,VET,5.61,,,,,41,64.67
20220617,62,SQM,5.04,,,,,47,57
20220617,63,HP,4.92,,,,,48,56.25
20220617,64,CVE,3.6,,,,,49,54.21
20220617,65,ITCI,5.28,,,,,50,54.02
20220617,66,RES,5.91,,,,,51,53.76
20220617,67,GOGL,4.11,,,,,54,51.91
20220617,68,VAL,4.75,,,,,55,50.84
20220617,69,HCC,5.26,,,,,57,50.16
20220617,70,MRO,4.67,,,,,58,48.89
20220617,71,APA,4.96,,,,,59,47.06
20220617,72,AMPH,7.14,,,,,61,46.67
20220617,73,ATI,5.03,,,,,62,46.63
20220617,74,CF,5.03,,,,,63,42.11
20220617,75,AVD,4.22,,,,,64,41.58
20220617,76,IMO,3.66,,,,,65,38.89
20220617,77,MOS,5.39,,,,,67,37.72
20220617,78,MPC,3.63,,,,,68,37.05
20220617,79,RRC,6.92,,,,,69,36.29
20220617,80,DINO,4.24,,,,,70,35.91
20220617,81,NOG,5.97,,,,,71,35.57
20220617,82,OVV,5.33,,,,,72,35.25
20220617,83,TECK,3.95,,,,,74,33.95
20220617,84,DVN,4.3,,,,,75,33.63
20220617,85,VNOM,3.62,,,,,76,32.98
20220617,86,NE,5.02,,,,,77,32.55
20220617,87,HAL,4.27,,,,,78,32.43
20220617,88,AVAV,4.78,,,,,79,32.42
20220617,89,GNK,5.15,,,,,81,31.62
20220617,90,INSW,4.29,,,,,82,31.33
20220617,91,MTUS,5.5,,,,,83,31.25
20220617,92,ERF,5.23,,,,,84,31.1
20220617,93,MNTK,6.96,,,,,85,30.69
20220617,94,METC,7.66,,,,,86,30.41
20220624,1,RDUS,7.98,1,439.51,1,284.91,3,366.15
20220624,2,DAWN,9.73,2,209.22,3,91.8,,
20220624,3,COGT,14.21,3,87.12,,,,
20220624,4,LI,5.3,4,68.69,11,49.52,75,36.24
20220624,5,EDU,9.15,5,68.08,12,49.25,,
20220624,6,HUSA,19.45,6,66.36,,,4,247.74
20220624,7,BEKE,8.09,7,60.44,22,39,,
20220624,8,PDD,7.9,8,57.31,26,33.52,,
20220624,9,FUTU,7.53,9,52.04,,,78,35.47
20220624,10,KURA,6.66,10,44.78,,,,
20220624,11,VERU,8.99,,,2,151.14,18,108.36
20220624,12,SIGA,12.86,,,4,88.17,30,76.22
20220624,13,STNG,6.39,,,5,70.44,6,179.23
20220624,14,BORR,8.37,,,6,66.17,7,176.12
20220624,15,ASC,6.8,,,7,56.6,21,104.08
20220624,16,TRMD,5.13,,,8,56.42,31,73.98
20220624,17,OLLI,5.24,,,9,55.96,,
20220624,18,STKL,6.13,,,10,51.43,,
20220624,19,CVI,6.15,,,13,49.04,14,122.78
20220624,20,HDSN,7.87,,,14,48.68,15,118.6
20220624,21,DQ,6.95,,,15,47.13,40,65.14
20220624,22,CAL,4.99,,,16,44.87,93,30.26
20220624,23,LEGN,6.13,,,17,41.56,,
20220624,24,MPLN,5.33,,,18,40.96,67,40.29
20220624,25,VTNR,9.84,,,19,40.85,5,182.35
20220624,26,SYM,20.08,,,20,40.51,70,39.66
20220624,27,BPT,10.26,,,21,40,2,458.86
20220624,28,FNKO,4.12,,,23,38.77,69,39.9
20220624,29,CEIX,6.94,,,24,35.9,12,125.52
20220624,30,PBF,7.31,,,25,34.91,8,163.82
20220624,31,AZPN,3.88,,,27,32,89,32.76
20220624,32,CNSL,6.47,,,28,31.58,,
20220624,33,TNK,5.18,,,29,31.1,45,56.42
20220624,34,PARR,5.2,,,30,30.6,,
20220624,35,META,4.66,,,,,1,1042.01
20220624,36,AMR,7.57,,,,,9,160.89
20220624,37,EGY,8.73,,,,,10,141.47
20220624,38,LNTH,5.58,,,,,11,131.47
20220624,39,AMPY,6.66,,,,,13,123.13
20220624,40,BTU,7.68,,,,,16,112.08
20220624,41,TDW,5.72,,,,,17,109.3
20220624,42,EOLS,6.3,,,,,19,105.47
20220624,43,OXY,4.77,,,,,20,105.14
20220624,44,TWI,6.39,,,,,22,103.72
20220624,45,GLNG,5.77,,,,,23,101.25
20220624,46,PTEN,5.68,,,,,24,96.88
20220624,47,PBT,7.85,,,,,25,92.56
20220624,48,KOS,6.17,,,,,26,88.82
20220624,49,AR,6.96,,,,,27,88.6
20220624,50,HP,5.38,,,,,28,87.62
20220624,51,HYMC,9.24,,,,,29,84.78
20220624,52,HPK,8.38,,,,,32,72.33
20220624,53,NFE,5.9,,,,,33,70.89
20220624,54,ARCH,6.51,,,,,34,68.5
20220624,55,VET,5.92,,,,,35,67.7
20220624,56,TALO,6.19,,,,,36,67.06
20220624,57,CVE,4.35,,,,,37,66.93
20220624,58,DK,5.93,,,,,38,65.78
20220624,59,HQY,4.17,,,,,39,65.25
20220624,60,EQT,5.85,,,,,41,65.05
20220624,61,SQM,4.8,,,,,42,59.69
20220624,62,SD,7.89,,,,,43,59.16
20220624,63,SJT,7.93,,,,,44,57.54
20220624,64,SWN,7.3,,,,,46,55.43
20220624,65,CRK,7.21,,,,,47,54.09
20220624,66,ARLP,4.89,,,,,48,52.96
20220624,67,ATI,4.99,,,,,49,51.54
20220624,68,VLO,4.77,,,,,50,51.3
20220624,69,SBOW,6.79,,,,,51,50.79
20220624,70,APA,5.18,,,,,52,49.51
20220624,71,SU,3.68,,,,,53,49.01
20220624,72,AVD,3.98,,,,,54,46.43
20220624,73,AMPH,6.95,,,,,55,45.58
20220624,74,MRO,4.92,,,,,56,45.54
20220624,75,EURN,4.05,,,,,57,45.01
20220624,76,MRC,4.45,,,,,58,44.55
20220624,77,RRC,7.28,,,,,59,44.37
20220624,78,OVV,5.84,,,,,60,43.72
20220624,79,IMO,4.16,,,,,61,42.46
20220624,80,MYPS,8.28,,,,,62,42.26
20220624,81,ITCI,5.56,,,,,63,42.03
20220624,82,ERF,5.8,,,,,64,42
20220624,83,HES,4.11,,,,,65,41.99
20220624,84,GOGL,4.17,,,,,66,40.76
20220624,85,HAL,4.67,,,,,68,39.98
20220624,86,CHK,5.72,,,,,71,37.92
20220624,87,MTUS,5.48,,,,,72,37.41
20220624,88,MPC,4.04,,,,,73,37.2
20220624,89,DVN,4.73,,,,,74,37.17
20220624,90,DINO,4.56,,,,,76,35.99
20220624,91,NOG,6.75,,,,,77,35.97
20220624,92,BSM,3.86,,,,,79,35.34
20220624,93,HCC,5.6,,,,,80,35.03
20220624,94,ARCO,3.63,,,,,81,34.96
20220624,95,FLNG,5.22,,,,,82,34.75
20220624,96,FRO,4.76,,,,,83,34.23
20220624,97,VIST,5.71,,,,,84,34.15
20220624,98,CTRA,4.65,,,,,85,34.03
20220624,99,VIPS,5.1,,,,,86,33.86
20220624,100,INSW,4.7,,,,,87,33.4
20220624,101,JKS,5.62,,,,,88,33.01
20220624,102,COP,4.16,,,,,90,32.5
20220624,103,EOG,4.24,,,,,91,31.65
20220624,104,SM,6.59,,,,,92,31.34
20220701,1,RDUS,7.59,1,394.04,1,274.83,3,360.26
20220701,2,YSG,11.87,2,219.93,2,152.07,,
20220701,3,DAWN,9.39,3,184.19,4,102.95,,
20220701,4,COGT,13.4,4,116.86,,,,
20220701,5,AXSM,8.95,5,59.19,,,,
20220701,6,EDU,9.38,6,57.28,8,62.98,,
20220701,7,PTCT,6.2,7,45.97,,,,
20220701,8,LI,5.21,8,43.84,17,38.96,,
20220701,9,FUTU,7.15,9,43.11,14,41.04,,
20220701,10,KURA,6.72,10,36.33,,,,
20220701,11,VERU,9.06,,,3,125.81,19,76.66
20220701,12,SIGA,10.46,,,5,73.21,31,57.23
20220701,13,STNG,6.37,,,6,64.28,4,166.12
20220701,14,DQ,7.42,,,7,64.17,17,88.06
20220701,15,STKL,5.95,,,9,59.96,,
20220701,16,ASC,6.1,,,10,53.52,9,105
20220701,17,LEGN,6.03,,,11,51.12,,
20220701,18,PDD,7.08,,,12,48.13,,
20220701,19,BPT,10.95,,,13,41.76,2,468.55
20220701,20,GFF,3.8,,,15,39.81,,
20220701,21,OLLI,5.17,,,16,39.7,,
20220701,22,FNKO,4.77,,,18,38.63,,
20220701,23,CVI,6.61,,,19,37.76,12,101.2
20220701,24,BEKE,7.24,,,20,36.92,,
20220701,25,JKS,5.76,,,21,34.8,30,59.45
20220701,26,CAL,4.89,,,22,30.08,,
20220701,27,META,4.39,,,,,1,925.83
20220701,28,VTNR,9.59,,,,,5,138.22
20220701,29,PBF,8,,,,,6,136.94
20220701,30,LNTH,5.69,,,,,7,110.96
20220701,31,AMR,7.28,,,,,8,110.82
20220701,32,OXY,4.87,,,,,10,103.91
20220701,33,EGY,9.15,,,,,11,102.35
20220701,34,CEIX,7.47,,,,,13,96.09
20220701,35,BTU,7.59,,,,,14,93.56
20220701,36,TDW,5.23,,,,,15,93.01
20220701,37,AMPY,7.17,,,,,16,88.89
20220701,38,PBT,8.43,,,,,18,85.36
20220701,39,KOS,6.45,,,,,20,75.21
20220701,40,GLNG,5.01,,,,,21,74.66
20220701,41,DK,6.32,,,,,22,74.02
20220701,42,HP,5.54,,,,,23,73.07
20220701,43,PTEN,5.59,,,,,24,69.24
20220701,44,HDSN,7.38,,,,,25,65.77
20220701,45,SQM,4.85,,,,,26,65.02
20220701,46,AR,7.39,,,,,27,61.2
20220701,47,HPK,8.57,,,,,28,60.7
20220701,48,TNK,5.08,,,,,29,60.07
20220701,49,NFE,5.43,,,,,32,56.44
20220701,50,ARCH,6.22,,,,,33,56.24
20220701,51,ARLP,4.87,,,,,34,54.79
20220701,52,AMPH,6.69,,,,,35,54.57
20220701,53,CVE,4.95,,,,,36,51.84
20220701,54,TALO,6.7,,,,,37,50.92
20220701,55,EQT,6.21,,,,,38,50.18
20220701,56,VLO,5.39,,,,,39,47.65
20220701,57,INSW,4.8,,,,,40,47.25
20220701,58,SGML,7.42,,,,,41,46.92
20220701,59,SJT,8.58,,,,,42,46.73
20220701,60,CRK,7.41,,,,,43,44.84
20220701,61,ATHM,5.3,,,,,44,44.51
20220701,62,VET,6.44,,,,,45,44.39
20220701,63,VIST,5.67,,,,,46,43.3
20220701,64,AVD,3.87,,,,,47,42.39
20220701,65,SU,4.06,,,,,48,42.22
20220701,66,SD,8.01,,,,,49,41.39
20220701,67,DINO,4.87,,,,,50,40.63
20220701,68,ATI,5.17,,,,,51,40.44
20220701,69,TWI,7.17,,,,,52,39.84
20220701,70,HES,4.45,,,,,53,39.39
20220701,71,EURN,3.83,,,,,54,38.23
20220701,72,MRC,4.78,,,,,55,37.88
20220701,73,IMXI,4.13,,,,,56,37
20220701,74,MRO,5.13,,,,,57,36.17
20220701,75,AVAV,4.79,,,,,58,36.11
20220701,76,HAL,4.8,,,,,59,35.65
20220701,77,BSM,4.29,,,,,60,33.21
20220701,78,CTRA,4.67,,,,,61,32.25
20220701,79,RRC,6.8,,,,,62,31.84
20220701,80,MPC,4.57,,,,,63,31.84
20220701,81,ENLC,5.07,,,,,64,30.67
20220701,82,CNQ,4.04,,,,,65,30.19
20220701,83,IMO,4.37,,,,,66,30.18
20220708,1,RDUS,7.23,1,342.89,1,286.01,3,386.42
20220708,2,YSG,14.62,2,181.34,3,142.79,,
20220708,3,DAWN,8.61,3,175.28,5,81.65,,
20220708,4,COGT,13.42,4,124.19,,,,
20220708,5,AXSM,8.68,5,75.25,,,,
20220708,6,EDU,9.35,6,61.68,4,90.4,,
20220708,7,PTCT,5.76,7,60.61,,,,
20220708,8,ACET,6.2,8,48.92,,,,
20220708,9,YMAB,8.05,9,47.48,18,40.71,,
20220708,10,QURE,6.24,10,47.19,,,,
20220708,11,VERU,9.15,,,2,178.08,7,126.15
20220708,12,SIGA,10.15,,,6,75.52,26,68.75
20220708,13,STKL,5.52,,,7,66.36,,
20220708,14,DQ,7.84,,,8,63.52,17,83.11
20220708,15,STNG,7.05,,,9,57.34,4,157.69
20220708,16,SYM,22.6,,,10,53.64,39,52.1
20220708,17,JKS,6.32,,,11,53.01,28,64.36
20220708,18,OLLI,4.88,,,12,51.2,52,39.03
20220708,19,ASC,6.39,,,13,49.57,12,105.33
20220708,20,LEGN,5.34,,,14,45.93,,
20220708,21,BPT,11.04,,,15,42.11,2,449.62
20220708,22,FNKO,5.07,,,16,41.55,57,35.9
20220708,23,CEIX,7.91,,,17,41.23,9,120.52
20220708,24,LI,5.41,,,19,39.93,,
20220708,25,CELH,7.07,,,20,38.21,,
20220708,26,GFF,4.03,,,21,35.06,,
20220708,27,DVAX,5.99,,,22,34.42,,
20220708,28,VTNR,9.06,,,23,34.39,5,151.88
20220708,29,CAL,5.13,,,24,31.13,,
20220708,30,FUTU,6.8,,,25,30.77,,
20220708,31,META,4.45,,,,,1,1025.69
20220708,32,LNTH,6.03,,,,,6,134.65
20220708,33,PBF,7.83,,,,,8,120.59
20220708,34,OXY,5,,,,,10,109.28
20220708,35,BTU,7.7,,,,,11,107.55
20220708,36,EGY,9.17,,,,,13,104.98
20220708,37,AMPY,7.58,,,,,14,101.61
20220708,38,AMR,7.27,,,,,15,92.38
20220708,39,CVI,7.18,,,,,16,85.48
20220708,40,TDW,5.81,,,,,18,82.07
20220708,41,GLNG,5.28,,,,,19,81.76
20220708,42,HP,5.93,,,,,20,81.35
20220708,43,AR,7.94,,,,,21,77.14
20220708,44,TMDX,7.24,,,,,22,74.84
20220708,45,NFE,5.71,,,,,23,72.91
20220708,46,SQM,5.05,,,,,24,71.51
20220708,47,HDSN,6.79,,,,,25,70.5
20220708,48,PTEN,6.44,,,,,27,68.05
20220708,49,HPK,8.32,,,,,29,64.34
20220708,50,KOS,6.79,,,,,30,60.98
20220708,51,VET,7.38,,,,,31,59.57
20220708,52,ARLP,5.09,,,,,32,58.7
20220708,53,SJT,9.35,,,,,33,58.46
20220708,54,DK,6.76,,,,,34,58.44
