Date,Count,Symbol,ATRP,ROC20_Rank,ROC20_Value,ROC65_Rank,ROC65_Value,ROC130_Rank,ROC130_Value
20160812,74,DDD,4.92,,,,,54,79.37
20160812,75,ACAD,4.52,,,,,55,76.63
20160812,76,DVN,4.1,,,,,56,75.97
20160812,77,LNW,5.34,,,,,57,75.15
20160812,78,SA,3.94,,,,,59,73.74
20160812,79,ATI,4.67,,,,,60,73.56
20160812,80,RYAM,5.54,,,,,61,72.79
20160812,81,IRWD,3.65,,,,,62,71.36
20160812,82,ENLC,3.58,,,,,63,69.69
20160812,83,BLDR,3.55,,,,,64,69.52
20160812,84,AMN,4.11,,,,,68,62.47
20160812,85,EGO,4.11,,,,,75,51.81
20160812,86,MRC,3.87,,,,,76,51.43
20160812,87,MUR,4.67,,,,,77,49.04
20160812,88,SWN,4.56,,,,,78,48.39
20160812,89,PTEN,4.25,,,,,79,46.5
20160812,90,BGC,4.43,,,,,80,45.36
20160812,91,MTDR,5.35,,,,,81,44.33
20160812,92,NG,3.67,,,,,82,43.98
20160812,93,OLED,3.61,,,,,83,43.1
20160812,94,CENX,5.61,,,,,84,41.25
20160812,95,ASRT,3.93,,,,,85,41.13
20160812,96,KOS,3.89,,,,,87,38.54
20160812,97,MPC,3.61,,,,,90,35.73
20160812,98,SHEN,3.85,,,,,93,32.01
20160812,99,MTUS,6.73,,,,,94,30.28
20160819,1,DXPE,8.13,1,89.91,2,125.33,37,110.93
20160819,2,EXAS,6.04,2,65.54,1,277.01,9,236.48
20160819,3,GRPN,4.82,3,48.92,18,64.39,84,35.78
20160819,4,DK,5.15,4,42.25,,,,
20160819,5,CC,5.42,5,40.05,,,11,235.5
20160819,6,SM,6.42,6,38.88,,,3,291.98
20160819,7,GPRO,5.2,7,36.46,16,71.82,88,30.46
20160819,8,WB,4.71,8,33.12,7,89.85,12,227.16
20160819,9,EGRX,4.85,9,32.03,58,32.06,,
20160819,10,AMD,4.98,10,30.48,5,98.44,2,316.39
20160819,11,CLF,6.16,,,3,110.73,16,191.39
20160819,12,EXEL,3.93,,,4,105.61,26,160.66
20160819,13,CDE,4.49,,,6,97.76,1,369.69
20160819,14,EVH,3.69,,,8,88.11,21,169.86
20160819,15,TDOC,4.96,,,9,83.15,77,48.62
20160819,16,MUX,5.14,,,10,79.92,15,196.75
20160819,17,TROX,6,,,11,79.49,25,162.5
20160819,18,GORO,5.4,,,12,73.58,4,277.16
20160819,19,NVRI,3.76,,,13,73.32,52,78.58
20160819,20,AROC,5.49,,,14,72.62,18,181.38
20160819,21,RDUS,6.54,,,15,71.85,34,114.74
20160819,22,ETSY,4.38,,,17,68.71,44,87.85
20160819,23,GFI,3.65,,,19,64.18,74,53.86
20160819,24,HL,3.95,,,20,64.08,13,212.96
20160819,25,BVN,3.7,,,21,63.51,10,236.36
20160819,26,EXK,5.04,,,22,61.92,8,248.12
20160819,27,SLCA,4.3,,,23,61.62,24,163.1
20160819,28,AMKR,3.59,,,24,61.61,35,112.39
20160819,29,TRUE,4.5,,,25,60.27,46,86.98
20160819,30,PBYI,5.52,,,26,59.62,,
20160819,31,SSRM,4.03,,,27,58.43,23,164.34
20160819,32,CHRS,4.58,,,28,56.54,39,107.69
20160819,33,ERF,4.54,,,29,54.95,22,165.4
20160819,34,FSM,4.47,,,30,54.19,19,180.18
20160819,35,TTMI,3.65,,,31,53.56,70,56.39
20160819,36,PBR,3.52,,,32,52.31,14,208.17
20160819,37,PBR.A,3.52,,,33,52.31,5,270.09
20160819,38,ATI,4.37,,,34,50.17,75,50.83
20160819,39,LITE,4.06,,,35,50.04,80,45.32
20160819,40,SRPT,4.63,,,36,49.91,40,98.07
20160819,41,SAND,4.3,,,37,49.88,29,133.83
20160819,42,GPRE,3.95,,,38,49.55,58,70.39
20160819,43,VIPS,4.04,,,39,47.83,,
20160819,44,TREE,4.02,,,40,47.01,66,62.44
20160819,45,CENT,3.59,,,41,45.28,49,82.05
20160819,46,JWN,3.71,,,42,44.73,,
20160819,47,VALE,4.27,,,43,44.55,33,115.52
20160819,48,LL,4.01,,,44,44.05,,
20160819,49,BZH,3.64,,,45,41.21,81,44.59
20160819,50,CENTA,3.5,,,46,40.83,55,74.76
20160819,51,UIS,3.61,,,47,39.46,,
20160819,52,NGL,4.13,,,48,39.37,28,139.69
20160819,53,AMPH,3.9,,,49,38.48,54,75.25
20160819,54,BLUE,5.7,,,50,36.42,,
20160819,55,AG,4.66,,,51,35.12,6,265.22
20160819,56,MGPI,3.71,,,52,34.34,76,50.17
20160819,57,NGD,4.05,,,53,34.2,36,111.52
20160819,58,ALNY,4.21,,,54,33.93,,
20160819,59,WMB,4.04,,,55,32.89,47,84.41
20160819,60,ARLP,4.34,,,56,32.81,60,68.53
20160819,61,MRO,4.27,,,57,32.7,30,127.03
20160819,62,PRTA,4.42,,,59,31.53,56,71.9
20160819,63,KSS,3.5,,,60,31.42,,
20160819,64,TTI,4.81,,,61,30.89,89,30.37
20160819,65,RYI,6.82,,,,,7,264.83
20160819,66,OVV,4.36,,,,,17,181.67
20160819,67,HLX,5.2,,,,,20,175.83
20160819,68,TRGP,3.79,,,,,27,154.61
20160819,69,CNX,4.1,,,,,31,121.12
20160819,70,AGI,4,,,,,32,116.83
20160819,71,DVN,3.98,,,,,38,108.51
20160819,72,GKOS,3.7,,,,,41,96.06
20160819,73,BGC,4.35,,,,,42,94.87
20160819,74,FCX,3.93,,,,,43,87.91
20160819,75,RYAM,5.33,,,,,45,87.85
20160819,76,MOMO,4.55,,,,,48,82.9
20160819,77,MUR,4.22,,,,,50,78.93
20160819,78,ACAD,4.29,,,,,51,78.75
20160819,79,PAGP,3.58,,,,,53,77.16
20160819,80,SWN,4.22,,,,,57,71.5
20160819,81,SA,3.62,,,,,59,68.71
20160819,82,SUPN,3.69,,,,,61,68.42
20160819,83,MRC,3.64,,,,,62,66.56
20160819,84,DDD,4.54,,,,,63,66.45
20160819,85,HTHT,4.32,,,,,64,65
20160819,86,LXRX,3.6,,,,,65,63.73
20160819,87,KOS,3.96,,,,,67,59.14
20160819,88,PCTY,3.84,,,,,68,58.16
20160819,89,CENX,5.62,,,,,69,57.05
20160819,90,MTDR,5.21,,,,,71,55.35
20160819,91,RRC,3.73,,,,,72,55.15
20160819,92,PTEN,4.35,,,,,73,54.33
20160819,93,AMN,4.42,,,,,78,47.2
20160819,94,EGO,3.89,,,,,79,46.29
20160819,95,OLED,3.93,,,,,82,38.38
20160819,96,FN,4.45,,,,,83,37.52
20160819,97,CERS,3.98,,,,,85,35.2
20160819,98,MTUS,6.42,,,,,86,34.25
20160819,99,KN,3.63,,,,,87,30.8
20160826,1,DXPE,7.26,1,73.38,3,92.59,32,105.05
20160826,2,KTOS,4.56,2,68.71,9,74.65,22,136.19
20160826,3,MOMO,6.07,3,63.27,5,80.15,45,80
20160826,4,WB,4.73,4,48.68,2,99.51,7,218.5
20160826,5,EGRX,5.19,5,39.62,,,,
20160826,6,ASPS,4.6,6,39.55,,,,
20160826,7,SM,5.69,7,38.96,,,1,395.4
20160826,8,AAOI,4.54,8,38.26,14,61.92,,
20160826,9,CC,5.12,9,36.13,44,32.15,8,212.59
20160826,10,TROX,5.85,10,33.28,10,73,17,169.47
20160826,11,EXAS,5.05,,,1,213.56,11,199.38
20160826,12,AMD,4.48,,,4,83.49,3,289.34
20160826,13,CDE,4.95,,,6,78.59,2,294.24
20160826,14,EXEL,4.53,,,7,75.92,15,182.47
20160826,15,CLF,5.64,,,8,74.85,6,218.78
20160826,16,GORO,6.07,,,11,72.7,14,184.82
20160826,17,TDOC,5.33,,,12,68.87,,
20160826,18,MUX,5.54,,,13,64.1,25,128.57
20160826,19,PBYI,6,,,15,61.84,83,31.52
20160826,20,GFI,3.58,,,16,61.11,69,43.56
20160826,21,CHRS,4.77,,,17,60.95,31,110.83
20160826,22,PBR,3.55,,,18,59.41,18,157.34
20160826,23,PBR.A,3.55,,,19,59.41,9,212.3
20160826,24,AROC,4.94,,,20,58.77,12,197.94
20160826,25,EVH,3.51,,,21,58.76,13,193.75
20160826,26,VNDA,5.19,,,22,57.72,35,99.35
20160826,27,GRPN,3.78,,,23,56.85,,
20160826,28,ETSY,4.29,,,24,56.78,41,81.6
20160826,29,RDUS,6.61,,,25,55.56,56,65.37
20160826,30,NVRI,3.79,,,26,51.89,58,64.32
20160826,31,SAND,4.89,,,27,49.6,33,99.64
20160826,32,LITE,3.55,,,28,48.77,71,40.74
20160826,33,CPA,3.53,,,29,47.27,82,32.56
20160826,34,GPRO,5.03,,,30,46.03,,
20160826,35,FORM,3.73,,,31,43.07,70,42.68
20160826,36,AIM,15.35,,,32,40.95,,
20160826,37,HL,4.9,,,33,40.34,21,139.17
20160826,38,ATI,3.66,,,34,38.98,72,39.45
20160826,39,SSRM,4.46,,,35,38.69,27,123.83
20160826,40,FSM,5.29,,,36,38.21,23,133.43
20160826,41,SLCA,3.95,,,37,37.36,20,140.89
20160826,42,ERF,4.26,,,38,37.28,16,173
20160826,43,BVN,4.27,,,39,36.86,19,155.03
20160826,44,CENTA,3.61,,,40,35.68,40,82.61
20160826,45,BZH,3.63,,,41,35.67,66,51.71
20160826,46,VALE,4.29,,,42,33.91,50,75.24
20160826,47,VIPS,4.05,,,43,33.09,,
20160826,48,HTHT,4.39,,,45,32.03,60,59.8
20160826,49,DK,4.46,,,46,31.57,79,35.04
20160826,50,WMB,3.82,,,47,30.96,47,78.4
20160826,51,NGD,4.34,,,48,30.89,64,54.32
20160826,52,RYI,6.58,,,,,4,258.19
20160826,53,OVV,3.97,,,,,5,229.57
20160826,54,AG,5.02,,,,,10,202.52
20160826,55,CNX,3.67,,,,,24,129.29
20160826,56,MRO,4.14,,,,,26,126.88
20160826,57,NGL,3.95,,,,,28,123.03
20160826,58,SWN,4.18,,,,,29,116.59
20160826,59,HLX,5.05,,,,,30,112.18
20160826,60,BGC,4.3,,,,,34,99.37
20160826,61,TRUE,4.73,,,,,36,96.82
20160826,62,PAAS,3.58,,,,,37,90.76
20160826,63,SRPT,5.18,,,,,38,89.26
20160826,64,ANIP,3.64,,,,,39,84.01
20160826,65,AGI,4.31,,,,,42,81.28
20160826,66,BLDR,3.58,,,,,43,80.69
20160826,67,GKOS,4.22,,,,,44,80.25
20160826,68,ARWR,6.73,,,,,46,79.12
20160826,69,MUR,3.62,,,,,48,78.35
20160826,70,RYAM,4.98,,,,,49,77.09
20160826,71,AMPH,4.42,,,,,51,74.98
20160826,72,ACAD,4.6,,,,,52,71.24
20160826,73,GPRE,4.33,,,,,53,67.9
20160826,74,MGPI,4.41,,,,,54,67.4
